matricula;marca;modelo;precio;descuento;localizacion;tipo;kilometros;fecha matriculacion;potencia;garantia;puertas;cambio;imagen;descripcion
1302skr;lexus;ls;977.31;70.97;cadiz;turismo;262566;2015-02-14;96;16 meses;3 puertas;automatico;coche/cocherojo.jpg;skr estas con las letras de mi matricula
8287idx;ford;tourne;2204.24;33.44;palencia;sedan;286326;2003-06-03;51;4 meses;2 puertas;manual;coche/cochemarron.jpg;idx estas con las letras de mi matricula
2169fkw;mercedes;clase a;5058.89;7.95;avila;descapotable;54717;2005-06-19;38;20 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;fkw estas con las letras de mi matricula
9160owa;renault;captur;610.74;82.5;castellon;turismo;298892;1986-02-23;89;30 meses;5 puertas;manual;coche/cochenaranja.jpg;owa estas con las letras de mi matricula
8524iop;fiat;panda;9754.04;66.36;teruel;descapotable;194027;2002-04-23;121;4 meses;3 puertas;manual;coche/cocherojo.jpg;iop estas con las letras de mi matricula
0507mkr;mercedes;clase c;3118.75;69.86;soria;descapotable;320601;2020-10-05;31;22 meses;2 puertas;automatico;coche/cochegranate.jpg;mkr estas con las letras de mi matricula
9925yot;renault;megane;6494.08;79.67;cadiz;descapotable;461638;2014-12-08;140;8 meses;2 puertas;automatico;coche/cochenaranja.jpg;yot estas con las letras de mi matricula
9155qnz;audi;a3;3628.48;45.78;caceres;descapotable;237860;1976-10-20;68;8 meses;5 puertas;automatico;coche/cochenaranja.jpg;qnz estas con las letras de mi matricula
2178cct;ford;focus;555.69;84.06;santa cruz de tenerife;turismo;219386;2011-08-31;162;24 meses;2 puertas;manual;coche/cochegranate.jpg;cct estas con las letras de mi matricula
0355xvj;kia;sportage;4947.51;50.99;toledo;descapotable;420064;2019-11-24;76;28 meses;2 puertas;manual;coche/cochemarron.jpg;xvj estas con las letras de mi matricula
2710kjp;seat;cordoba;2873.26;5.57;zaragoza;descapotable;277466;1973-01-28;143;16 meses;2 puertas;automatico;coche/cochegranate.jpg;kjp estas con las letras de mi matricula
3459xmk;citroen;c3;2456.57;86.86;huelva;turismo;46036;2006-07-06;183;22 meses;3 puertas;manual;coche/cochegranate.jpg;xmk estas con las letras de mi matricula
9243umb;land rover;discovery;9718.83;29.69;alaba;turismo;498164;2018-04-25;32;18 meses;4 puertas;automatico;coche/cochenegro.jpg;umb estas con las letras de mi matricula
6270xqq;ford;mondeo;7308.84;64.42;palencia;turismo;362274;1996-01-25;141;20 meses;3 puertas;automatico;coche/cochenegro.jpg;xqq estas con las letras de mi matricula
4358hap;bmw;serie 3;866.63;10.57;segovia;descapotable;377703;1999-06-10;62;4 meses;3 puertas;manual;coche/cochenaranja.jpg;hap estas con las letras de mi matricula
2614wuy;porsche;spyder;6091.88;8.77;melilla;descapotable;149085;2015-08-12;163;30 meses;5 puertas;manual;coche/cochegranate.jpg;wuy estas con las letras de mi matricula
2395mqb;chevrolet;aveo;4110.24;59.98;girona;descapotable;114442;1971-07-19;13;16 meses;4 puertas;automatico;coche/cocherojo.jpg;mqb estas con las letras de mi matricula
1270ltx;citroen;c3;4973.18;48.47;murcia;turismo;221016;1993-03-12;176;2 meses;4 puertas;manual;coche/cocheturquesa.jpeg;ltx estas con las letras de mi matricula
9784afa;citroen;berlingo;2784.02;98.49;guipuzcoa;descapotable;165477;1991-11-29;102;4 meses;5 puertas;manual;coche/cocheturquesa.jpeg;afa estas con las letras de mi matricula
7627gxn;honda;hr-v;7805.72;21.45;la rioja;descapotable;211656;1977-05-03;82;20 meses;3 puertas;manual;coche/cochenaranja.jpg;gxn estas con las letras de mi matricula
1986fkn;chevrolet;aveo;867.23;84.01;salamanca;turismo;74931;1984-12-27;34;20 meses;3 puertas;automatico;coche/cocherojo.jpg;fkn estas con las letras de mi matricula
1697mon;honda;hr-v;2461.21;46.25;pontevedra;descapotable;461368;2018-08-10;2;22 meses;4 puertas;automatico;coche/cochemarron.jpg;mon estas con las letras de mi matricula
1453xcr;chevrolet;cruze;9966.51;29.44;guadalajara;descapotable;118466;1985-07-08;171;2 meses;2 puertas;manual;coche/cochenegro.jpg;xcr estas con las letras de mi matricula
6951sox;mercedes;clase c;1925.5;19.08;ceuta;turismo;376770;2017-12-23;127;12 meses;5 puertas;automatico;coche/cochegranate.jpg;sox estas con las letras de mi matricula
3435ihz;mercedes;clase c;6583.44;41.86;cordoba;sedan;82144;2006-01-28;14;18 meses;5 puertas;manual;coche/cochemarron.jpg;ihz estas con las letras de mi matricula
3367ohc;honda;hr-v;7203.63;36.66;palencia;descapotable;264636;1988-03-12;101;6 meses;5 puertas;automatico;coche/cochemarron.jpg;ohc estas con las letras de mi matricula
2985krb;ford;fiesta;1866.12;87.91;ciudad real;sedan;16400;2014-04-29;6;8 meses;2 puertas;automatico;coche/cochenegro.jpg;krb estas con las letras de mi matricula
8227ppp;mercedes;clase c;2010.02;9.5;navarra;descapotable;284579;2020-05-17;111;18 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;ppp estas con las letras de mi matricula
9964bvs;chevrolet;aveo;4668.9;83.04;cordoba;turismo;289979;1977-09-24;5;18 meses;2 puertas;automatico;coche/cochemarron.jpg;bvs estas con las letras de mi matricula
5515gqc;porsche;spyder;3177.06;60.17;teruel;descapotable;375370;2006-01-28;178;2 meses;4 puertas;manual;coche/cochegranate.jpg;gqc estas con las letras de mi matricula
3323hsu;audi;q5;7616.44;61.48;lleida;sedan;332608;1997-07-15;107;4 meses;3 puertas;automatico;coche/cochemarron.jpg;hsu estas con las letras de mi matricula
7557zts;chevrolet;cruze;7994.83;29.44;ceuta;sedan;310943;1999-01-30;157;14 meses;3 puertas;manual;coche/cocherojo.jpg;zts estas con las letras de mi matricula
6836kaa;cadillac;ats;6859.02;37.19;santa cruz de tenerife;turismo;479524;2005-08-18;195;12 meses;3 puertas;automatico;coche/cochenaranja.jpg;kaa estas con las letras de mi matricula
3329ldl;cadillac;ats;3301.42;15.02;zaragoza;sedan;449750;1978-02-26;77;20 meses;3 puertas;manual;coche/cochemarron.jpg;ldl estas con las letras de mi matricula
5955aua;citroen;c4;5082.41;49.36;albacete;descapotable;330346;2021-07-01;73;4 meses;5 puertas;automatico;coche/cochenaranja.jpg;aua estas con las letras de mi matricula
4741hrt;honda;jazz;8277.3;52.67;albacete;turismo;268860;1977-07-07;199;20 meses;2 puertas;automatico;coche/cocherojo.jpg;hrt estas con las letras de mi matricula
9685djh;mercedes;clase a;7676.99;74.73;toledo;descapotable;485168;1997-08-06;160;24 meses;4 puertas;automatico;coche/cochenegro.jpg;djh estas con las letras de mi matricula
4747wvm;fiat;tipo;3403.64;66.97;huelva;descapotable;164010;1987-12-22;9;20 meses;2 puertas;automatico;coche/cochegranate.jpg;wvm estas con las letras de mi matricula
1009uzo;bmw;serie 1;3207.2;1.52;a coruna;turismo;22649;2012-09-02;70;8 meses;4 puertas;manual;coche/cocheturquesa.jpeg;uzo estas con las letras de mi matricula
4393nhd;fiat;doblo;7819.74;5.31;ciudad real;turismo;296043;1999-08-24;54;24 meses;5 puertas;manual;coche/cocherojo.jpg;nhd estas con las letras de mi matricula
9040wnv;cadillac;escalade;3836.74;56.3;a coruna;sedan;471459;1973-06-11;199;4 meses;2 puertas;manual;coche/cocherojo.jpg;wnv estas con las letras de mi matricula
8468qqs;land rover;defender;2803.26;1.45;palencia;descapotable;472575;1976-11-04;140;10 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;qqs estas con las letras de mi matricula
4757ugl;audi;a3;9268.5;16.92;la rioja;turismo;193459;1972-08-29;94;8 meses;4 puertas;automatico;coche/cocherojo.jpg;ugl estas con las letras de mi matricula
5406ooz;ford;mondeo;306.46;97.74;caceres;sedan;135859;1998-11-08;49;30 meses;4 puertas;manual;coche/cochemarron.jpg;ooz estas con las letras de mi matricula
5336ske;mercedes;vito;1621.72;87.36;madrid;sedan;434573;1983-08-02;173;20 meses;3 puertas;automatico;coche/cochemarron.jpg;ske estas con las letras de mi matricula
7860ura;chevrolet;aveo;2512.3;14.4;girona;sedan;27114;1979-04-19;176;16 meses;4 puertas;automatico;coche/cochenaranja.jpg;ura estas con las letras de mi matricula
7217gpi;citroen;c3;1429.08;66.12;cadiz;turismo;75496;2004-01-25;120;20 meses;2 puertas;automatico;coche/cochenaranja.jpg;gpi estas con las letras de mi matricula
5573mnh;porsche;spyder;3617.49;45.43;pontevedra;descapotable;202180;1988-12-12;55;28 meses;2 puertas;manual;coche/cochenaranja.jpg;mnh estas con las letras de mi matricula
3134azb;chevrolet;camaro;6094.13;12.61;huelva;sedan;407737;2015-04-04;33;28 meses;5 puertas;automatico;coche/cochenegro.jpg;azb estas con las letras de mi matricula
1111xdc;hyhundai;genesis;7164.45;61.45;segovia;sedan;496844;2016-03-11;116;2 meses;4 puertas;manual;coche/cochenegro.jpg;xdc estas con las letras de mi matricula
2618oaw;bmw;serie 5;7808.09;23.22;las palmas;sedan;357193;2008-06-11;83;16 meses;3 puertas;manual;coche/cocheturquesa.jpeg;oaw estas con las letras de mi matricula
8191ckx;renault;megane;4568.79;57.4;palencia;descapotable;166569;2011-09-06;117;2 meses;5 puertas;automatico;coche/cochenaranja.jpg;ckx estas con las letras de mi matricula
7010deb;hyhundai;genesis;2909.07;42.12;badajoz;descapotable;148549;1972-07-12;171;16 meses;4 puertas;automatico;coche/cocherojo.jpg;deb estas con las letras de mi matricula
7434iqy;bmw;serie 1;7150.76;7.96;zamora;turismo;170960;1992-01-30;161;4 meses;3 puertas;manual;coche/cochenegro.jpg;iqy estas con las letras de mi matricula
3800xti;bmw;serie 1;3082.08;89.98;santa cruz de tenerife;sedan;419535;1976-03-02;155;4 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;xti estas con las letras de mi matricula
9367hzf;lexus;ns;7012.73;59.91;madrid;sedan;285032;1998-06-08;98;20 meses;5 puertas;automatico;coche/cocherojo.jpg;hzf estas con las letras de mi matricula
9345svm;kia;sportage;8705.52;54.85;jaen;descapotable;130196;1978-08-11;183;22 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;svm estas con las letras de mi matricula
5964tui;ford;custom;2367.95;38.43;barcelona;descapotable;184235;2012-01-04;50;2 meses;4 puertas;automatico;coche/cochenegro.jpg;tui estas con las letras de mi matricula
8570ibc;honda;cr-v;8022.32;44.26;valladolid;descapotable;265488;2019-07-14;174;18 meses;3 puertas;automatico;coche/cochegranate.jpg;ibc estas con las letras de mi matricula
0102gph;chevrolet;camaro;8325.0;6.08;ceuta;sedan;66809;2008-07-26;191;16 meses;5 puertas;manual;coche/cochenegro.jpg;gph estas con las letras de mi matricula
2676myb;ford;fiesta;6487.26;24.3;girona;turismo;80057;2016-02-12;35;4 meses;4 puertas;manual;coche/cocheturquesa.jpeg;myb estas con las letras de mi matricula
3922lzw;hyhundai;elantra;9336.16;27.59;burgos;turismo;224619;1974-08-03;35;8 meses;2 puertas;automatico;coche/cocherojo.jpg;lzw estas con las letras de mi matricula
4490cye;citroen;aircross;9100.23;19.65;tarragona;sedan;448608;2019-08-16;168;16 meses;4 puertas;automatico;coche/cochenaranja.jpg;cye estas con las letras de mi matricula
4776kkz;fiat;doblo;9475.14;84.49;alicante;sedan;491693;1976-07-10;178;22 meses;3 puertas;manual;coche/cochemarron.jpg;kkz estas con las letras de mi matricula
7420oyu;cadillac;escalade;4127.39;3.67;a coruna;turismo;316949;1989-08-23;66;2 meses;4 puertas;manual;coche/cocheturquesa.jpeg;oyu estas con las letras de mi matricula
3524fqv;chevrolet;captiva;8448.63;82.56;girona;turismo;39719;1981-10-06;63;20 meses;5 puertas;automatico;coche/cochemarron.jpg;fqv estas con las letras de mi matricula
2303coh;fiat;panda;6401.46;18.92;guadalajara;descapotable;182831;2008-09-04;5;10 meses;4 puertas;manual;coche/cocherojo.jpg;coh estas con las letras de mi matricula
4867dxe;lexus;ls;8068.64;6.78;salamanca;descapotable;193051;2006-08-05;95;30 meses;2 puertas;manual;coche/cochemarron.jpg;dxe estas con las letras de mi matricula
8998bfs;seat;cordoba;201.29;70.09;jaen;sedan;335917;1994-04-20;38;8 meses;5 puertas;automatico;coche/cochenegro.jpg;bfs estas con las letras de mi matricula
5348qxm;honda;hr-v;5902.63;8.62;tarragona;descapotable;197247;1992-12-13;10;10 meses;3 puertas;manual;coche/cocheturquesa.jpeg;qxm estas con las letras de mi matricula
5715mvj;ford;focus;4840.67;31.96;sevilla;turismo;371437;2016-03-13;99;12 meses;2 puertas;automatico;coche/cochenegro.jpg;mvj estas con las letras de mi matricula
7860ikm;fiat;doblo;749.12;5.51;ourense;descapotable;223854;2016-09-23;148;8 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;ikm estas con las letras de mi matricula
4002pjv;audi;a6;8809.52;70.19;asturias;sedan;79154;2008-04-20;131;20 meses;3 puertas;automatico;coche/cochegranate.jpg;pjv estas con las letras de mi matricula
0165qta;chevrolet;aveo;117.36;85.25;la rioja;sedan;483217;1998-08-28;107;30 meses;2 puertas;automatico;coche/cochenaranja.jpg;qta estas con las letras de mi matricula
2007jxw;audi;q5;1780.52;77.1;ourense;sedan;196498;2003-09-10;138;18 meses;3 puertas;automatico;coche/cochenegro.jpg;jxw estas con las letras de mi matricula
5246mtt;kia;rio;2131.35;83.05;avila;turismo;465893;2011-03-29;154;20 meses;4 puertas;automatico;coche/cochegranate.jpg;mtt estas con las letras de mi matricula
1857npg;hyhundai;bayon;8190.7;19.64;guadalajara;turismo;487392;1997-06-10;12;10 meses;2 puertas;manual;coche/cochegranate.jpg;npg estas con las letras de mi matricula
1258lid;audi;tt;4500.54;86.37;guipuzcoa;sedan;228657;2016-09-14;118;4 meses;5 puertas;automatico;coche/cochenaranja.jpg;lid estas con las letras de mi matricula
1116jpx;ford;mondeo;3835.21;63.21;islas baleares;turismo;468595;1998-06-23;124;8 meses;3 puertas;manual;coche/cochegranate.jpg;jpx estas con las letras de mi matricula
4076yen;chevrolet;aveo;5912.85;8.09;a coruna;turismo;236177;1973-04-08;83;30 meses;5 puertas;manual;coche/cochegranate.jpg;yen estas con las letras de mi matricula
2971uvs;fiat;doblo;2876.78;46.43;zaragoza;turismo;488003;2001-01-16;85;24 meses;5 puertas;manual;coche/cochegranate.jpg;uvs estas con las letras de mi matricula
7945lde;citroen;aircross;7721.73;72.83;jaen;turismo;401578;2003-07-23;55;10 meses;2 puertas;manual;coche/cochenegro.jpg;lde estas con las letras de mi matricula
4042lyr;fiat;500;7083.07;78.51;cuenca;descapotable;393221;2011-11-29;82;6 meses;5 puertas;automatico;coche/cochemarron.jpg;lyr estas con las letras de mi matricula
2437ixm;hyhundai;elantra;1486.43;1.0;pontevedra;turismo;323223;1973-05-18;195;6 meses;5 puertas;automatico;coche/cochemarron.jpg;ixm estas con las letras de mi matricula
4566ddp;fiat;tipo;9090.26;68.75;huelva;descapotable;156410;2008-04-12;13;22 meses;3 puertas;automatico;coche/cocherojo.jpg;ddp estas con las letras de mi matricula
7865ctb;audi;a6;4412.61;57.66;asturias;turismo;145717;1993-12-03;152;22 meses;4 puertas;manual;coche/cocherojo.jpg;ctb estas con las letras de mi matricula
3804vho;hyhundai;bayon;1151.51;99.01;zaragoza;sedan;403036;1983-04-12;167;30 meses;5 puertas;automatico;coche/cochenegro.jpg;vho estas con las letras de mi matricula
0235shn;chevrolet;cruze;8920.62;50.82;murcia;descapotable;78780;2020-04-05;184;12 meses;3 puertas;automatico;coche/cochenegro.jpg;shn estas con las letras de mi matricula
3632paa;bmw;serie1;3965.22;98.17;ciudad real;descapotable;64715;1982-12-30;165;28 meses;2 puertas;automatico;coche/cochenegro.jpg;paa estas con las letras de mi matricula
9356bbu;lexus;rx;1253.51;36.32;las palmas;descapotable;320292;1979-09-18;134;28 meses;2 puertas;manual;coche/cocheturquesa.jpeg;bbu estas con las letras de mi matricula
9557ntz;ford;mondeo;6707.38;72.01;santa cruz de tenerife;sedan;124966;1970-09-15;109;30 meses;5 puertas;automatico;coche/cochegranate.jpg;ntz estas con las letras de mi matricula
2827img;cadillac;ct6;331.46;7.66;avila;sedan;422531;2000-02-01;28;6 meses;4 puertas;manual;coche/cochenegro.jpg;img estas con las letras de mi matricula
8496gui;hyhundai;genesis;6878.95;46.24;alaba;descapotable;276689;1971-09-25;5;2 meses;4 puertas;automatico;coche/cochenegro.jpg;gui estas con las letras de mi matricula
9140zfx;kia;rio;1420.99;50.67;ourense;descapotable;498403;1991-05-29;31;18 meses;3 puertas;manual;coche/cochegranate.jpg;zfx estas con las letras de mi matricula
6882noa;chevrolet;captiva;8789.51;15.1;islas baleares;sedan;342890;2017-09-19;188;24 meses;3 puertas;automatico;coche/cochegranate.jpg;noa estas con las letras de mi matricula
5595anc;porsche;spyder;3171.56;11.11;malaga;turismo;363483;1993-07-17;84;6 meses;5 puertas;manual;coche/cochenegro.jpg;anc estas con las letras de mi matricula
0736ghx;ford;fiesta;1631.77;14.22;alicante;turismo;356261;1971-10-18;159;8 meses;3 puertas;manual;coche/cocherojo.jpg;ghx estas con las letras de mi matricula
5833fkm;renault;megane;3702.14;45.42;zamora;descapotable;30726;2014-08-23;112;2 meses;5 puertas;automatico;coche/cochenegro.jpg;fkm estas con las letras de mi matricula
5769wwm;bmw;serie 5;6163.65;55.53;santa cruz de tenerife;sedan;218565;2003-01-10;120;28 meses;2 puertas;automatico;coche/cochenegro.jpg;wwm estas con las letras de mi matricula
4195aop;cadillac;ats;3341.73;2.03;salamanca;descapotable;115447;1992-04-17;2;24 meses;4 puertas;automatico;coche/cochemarron.jpg;aop estas con las letras de mi matricula
8201vfc;lexus;ls;8582.29;8.85;madrid;sedan;132567;1984-05-25;175;8 meses;4 puertas;manual;coche/cochegranate.jpg;vfc estas con las letras de mi matricula
0444akr;ford;mondeo;9579.83;97.4;palencia;sedan;430334;1971-12-25;144;20 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;akr estas con las letras de mi matricula
5811dwj;honda;jazz;31.31;50.02;islas baleares;descapotable;218697;1979-10-09;124;4 meses;3 puertas;manual;coche/cocherojo.jpg;dwj estas con las letras de mi matricula
3931zaf;kia;picanto;38.73;56.03;cordoba;turismo;451995;2015-11-06;57;24 meses;4 puertas;manual;coche/cochemarron.jpg;zaf estas con las letras de mi matricula
0237ffb;hyhundai;elantra;2287.73;0.48;islas baleares;descapotable;31603;2017-09-16;84;4 meses;2 puertas;manual;coche/cochemarron.jpg;ffb estas con las letras de mi matricula
7709vfz;chevrolet;camaro;9972.85;65.59;castellon;turismo;364846;1991-07-12;188;6 meses;4 puertas;manual;coche/cochenegro.jpg;vfz estas con las letras de mi matricula
2770fev;kia;rio;5761.56;22.12;asturias;sedan;128622;2008-06-06;144;28 meses;4 puertas;manual;coche/cochegranate.jpg;fev estas con las letras de mi matricula
1823pcy;mercedes;vito;9407.82;19.49;valladolid;descapotable;217749;1978-10-27;80;2 meses;5 puertas;manual;coche/cochegranate.jpg;pcy estas con las letras de mi matricula
2356tlb;fiat;500;3004.43;68.92;avila;sedan;369505;1972-10-14;32;6 meses;2 puertas;manual;coche/cochenaranja.jpg;tlb estas con las letras de mi matricula
4945kbu;audi;a6;2977.96;8.11;cantabria;descapotable;286145;1975-01-10;65;14 meses;4 puertas;automatico;coche/cochenegro.jpg;kbu estas con las letras de mi matricula
8382fqa;hyhundai;bayon;302.01;4.15;guadalajara;sedan;288352;2013-12-29;45;14 meses;5 puertas;automatico;coche/cochegranate.jpg;fqa estas con las letras de mi matricula
2824jbh;citroen;berlingo;9776.2;66.96;soria;sedan;383789;2005-03-23;34;2 meses;4 puertas;manual;coche/cochenegro.jpg;jbh estas con las letras de mi matricula
